S.No.,Sigma_VH,Sigma_VV,C11,C22,Eig_1,Eig_2,,q,mc,tan Qc,Qc,,p1,p2,log2p1,log2p2,,Hc
108,0.05863456,0.23219393,0.06559026,0.018932523,0.0671156182918913,0.0174071647081087,,0.252524086223959,0.596775680401875,0.688720059371177,34.5559640952475,,0.798387840200938,0.201612159799062,-0.324838346926865,-2.31034544041082,,0.725140720340524
109,0.0839864,0.22610025,0.06310666,0.026222458,0.0641492040893326,0.0251799139106674,,0.371456466766401,0.45830367092553,0.515401033532217,27.266625286224,,0.729151835462765,0.270848164537235,-0.455708828400548,-1.88444378078876,,0.842679067865088
110,0.07864638,0.16347224,0.05361143,0.019559564,0.0541480061893552,0.0190229878106448,,0.481099298572039,0.350348354042328,0.358839663082583,19.7399997798264,,0.675174177021164,0.324825822978836,-0.566668367672725,-1.62226176654336,,0.909552362191905
111,0.09106988,0.17865686,0.05639193,0.026979642,0.0564262347762919,0.0269453372237081,,0.509747456660774,0.324724867842172,0.320422815927966,17.7666442249108,,0.662362433921086,0.337637566078914,-0.594307242600558,-1.56645266542563,,0.922540057037973
112,0.081898876,0.2147496,0.06546294,0.026540646,0.0686757338188515,0.0233278521811485,,0.381369166694606,0.447838889285243,0.500873568848616,26.6050786303812,,0.723919444642622,0.276080555357379,-0.466098926971807,-1.85683881390578,,0.850055167314196
113,0.038243257,0.06961781,0.043657366,0.011083301,0.0443196691760489,0.0104209978239511,,0.54933151445011,0.290879312365786,0.269926920225073,15.1056723917304,,0.645439656182893,0.354560343817107,-0.631645874328076,-1.4958969094058,,0.938075018469525
114,0.04019173,0.14124374,0.0463804035,0.0164348665,0.0469471410514241,0.0158681289485759,,0.284555832350517,0.556958405101274,0.642704610796372,32.7290419770145,,0.778479202550637,0.221520797449363,-0.361269597365769,-2.17448594252451,,0.762934728093553
115,0.04240641,0.1709813,0.062656977,0.019710637,0.0642930941426489,0.0180745198573511,,0.248017824171415,0.602541214768179,0.695120659612918,34.8039618579421,,0.80127060738409,0.19872939261591,-0.319638538895737,-2.331122828011,,0.719379589928058
116,0.026897112,0.09995726,0.0447745395,0.0111480055,0.0449054818471498,0.0110170631528502,,0.269086127410855,0.575937169906923,0.66503296332056,33.6252156726913,,0.787968584953462,0.212031415046538,-0.34378998200178,-2.23765006135287,,0.745347814526741
117,0.019125013,0.07724711,0.03818411,0.010471415,0.0383251835706696,0.0103303414293304,,0.247582246118981,0.603100722394587,0.695738273769787,34.8278134059593,,0.801550361197294,0.198449638802706,-0.319134927511822,-2.33315515838997,,0.718816514870934
118,0.026303679,0.16592106,0.041072745,0.011584442,0.0435309500838451,0.00912623691615491,,0.158531285901862,0.726323686151552,0.817065399926082,39.2510695919628,,0.863161843075776,0.136838156924224,-0.212297004415092,-2.86945751722539,,0.57589795163988
119,0.02136502,0.14578499,0.043596849,0.008250445,0.0444925958250379,0.00735469817496208,,0.146551575714345,0.744361128066938,0.832498278575352,39.7773230332597,,0.872180564033469,0.127819435966531,-0.19730125361363,-2.96782086861376,,0.551427508137158
